"FIPS","GeoLevel","NAME","Qualified Area Name","Area (Land)","Area (Water)","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Median Household Income (In 2024 Inflation Adjusted Dollars)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree"
Geo__geoid_,Geo__geo_level_,Geo_NAME,Geo_qname,Geo_AREALAND,Geo_AREAWATER,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008
"53033032318","SL140","Census Tract 323.18, King County, Washington","Census Tract 323.18, King County, Washington",7326618,28260,6767,3047,0,55,2882,0,10,773,250001,4239,76,4163,4004,3484,1849,216,131
"53033032319","SL140","Census Tract 323.19, King County, Washington","Census Tract 323.19, King County, Washington",6867974,0,7011,4891,112,0,953,0,506,549,120357,5417,53,5364,4837,3457,1086,169,49
"53033032320","SL140","Census Tract 323.20, King County, Washington","Census Tract 323.20, King County, Washington",9661904,40422,4474,3311,1,12,607,0,62,481,250001,3298,29,3269,3047,2507,1048,272,78
"53033032321","SL140","Census Tract 323.21, King County, Washington","Census Tract 323.21, King County, Washington",12781170,0,6925,3546,17,0,2977,0,55,330,250001,4452,71,4381,4271,3701,2136,317,213
"53033032322","SL140","Census Tract 323.22, King County, Washington","Census Tract 323.22, King County, Washington",4628580,0,2980,1843,45,0,691,36,0,365,240000,2190,27,2163,2063,1705,818,137,56
"53033032323","SL140","Census Tract 323.23, King County, Washington","Census Tract 323.23, King County, Washington",3291835,0,6959,3509,146,13,2323,0,314,654,210804,4758,74,4684,4513,3687,1979,340,211
"53033032324","SL140","Census Tract 323.24, King County, Washington","Census Tract 323.24, King County, Washington",2048589,0,6425,3379,180,0,2109,0,91,666,194260,4550,142,4408,3886,3072,1771,205,148
"53033032325","SL140","Census Tract 323.25, King County, Washington","Census Tract 323.25, King County, Washington",2212938,0,6459,3131,216,0,2254,0,31,827,121544,4637,23,4614,4204,3393,1636,271,205
"53033032326","SL140","Census Tract 323.26, King County, Washington","Census Tract 323.26, King County, Washington",10288287,0,4080,2763,0,291,606,28,49,343,228083,2605,168,2437,2305,1849,732,159,81
"53033032327","SL140","Census Tract 323.27, King County, Washington","Census Tract 323.27, King County, Washington",16167035,114301,4036,3034,18,0,528,7,35,414,158929,3541,119,3422,3114,2480,1397,384,131
"53033032328","SL140","Census Tract 323.28, King County, Washington","Census Tract 323.28, King County, Washington",8504236,0,3140,2027,0,8,690,0,88,327,232179,2175,20,2155,2001,1575,605,144,74
"53033032330","SL140","Census Tract 323.30, King County, Washington","Census Tract 323.30, King County, Washington",4649727,0,5970,2669,281,0,2330,0,130,560,155462,4722,215,4507,4402,3805,1685,314,216
"53033032331","SL140","Census Tract 323.31, King County, Washington","Census Tract 323.31, King County, Washington",1440138,0,6712,3123,252,0,2581,56,156,544,149657,5461,36,5425,5288,4399,2042,378,299
"53033032332","SL140","Census Tract 323.32, King County, Washington","Census Tract 323.32, King County, Washington",4774596,0,6198,2282,343,30,3169,0,0,374,236597,3919,68,3851,3722,3317,1594,234,199
"53033032333","SL140","Census Tract 323.33, King County, Washington","Census Tract 323.33, King County, Washington",4878002,0,3722,1635,159,11,1496,0,64,357,167917,2278,37,2241,2059,1579,940,175,121
"53033032401","SL140","Census Tract 324.01, King County, Washington","Census Tract 324.01, King County, Washington",56328122,1081012,6246,4578,20,0,620,0,81,947,158555,4190,57,4133,3286,2265,690,137,51
"53033032402","SL140","Census Tract 324.02, King County, Washington","Census Tract 324.02, King County, Washington",25143316,628419,7762,5727,30,67,571,0,618,749,182813,5138,301,4837,4028,2646,919,288,188
"53033032500","SL140","Census Tract 325, King County, Washington","Census Tract 325, King County, Washington",213738468,3896831,6160,4814,108,8,356,0,154,720,178080,4447,187,4260,3448,2291,785,160,70
"53033032601","SL140","Census Tract 326.01, King County, Washington","Census Tract 326.01, King County, Washington",61227726,1116537,2266,1972,0,0,36,0,0,258,187917,1723,42,1681,1309,1039,335,106,20
"53033032603","SL140","Census Tract 326.03, King County, Washington","Census Tract 326.03, King County, Washington",12385870,427271,4171,3272,0,9,627,0,19,244,250001,2797,44,2753,2450,1824,590,158,72
"53033032604","SL140","Census Tract 326.04, King County, Washington","Census Tract 326.04, King County, Washington",12971916,81082,5660,3729,128,0,1028,0,168,607,198526,3762,31,3731,3406,2711,867,138,39
"53033032605","SL140","Census Tract 326.05, King County, Washington","Census Tract 326.05, King County, Washington",4530738,131898,4308,3808,34,29,235,0,7,195,201694,2581,21,2560,2380,1910,797,164,106
"53033032703","SL140","Census Tract 327.03, King County, Washington","Census Tract 327.03, King County, Washington",9930979,181212,1821,1627,0,0,106,0,9,79,119655,1236,64,1172,949,487,215,54,18
"53033032704","SL140","Census Tract 327.04, King County, Washington","Census Tract 327.04, King County, Washington",16775239,545880,7938,5779,0,151,463,21,452,1072,171544,5592,279,5313,4613,3283,1314,229,54
"53033032705","SL140","Census Tract 327.05, King County, Washington","Census Tract 327.05, King County, Washington",52619289,582390,3520,2867,0,18,184,0,0,451,175827,2548,45,2503,1984,1481,585,55,11
"53033032706","SL140","Census Tract 327.06, King County, Washington","Census Tract 327.06, King County, Washington",458794419,11916760,2627,2122,75,3,112,0,113,202,181563,1843,35,1808,1504,861,209,5,5
"53033032800","SL140","Census Tract 328, King County, Washington","Census Tract 328, King County, Washington",1390665543,27365860,2365,2149,24,5,12,0,19,156,123750,1856,38,1818,1515,931,370,105,65
"53033990100","SL140","Census Tract 9901, King County, Washington","Census Tract 9901, King County, Washington",0,240227879,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
"53063000201","SL140","Census Tract 2.01, Spokane County, Washington","Census Tract 2.01, Spokane County, Washington",1243954,0,3495,2621,253,8,12,36,161,404,48676,2393,181,2212,1305,346,102,17,0
"53063000202","SL140","Census Tract 2.02, Spokane County, Washington","Census Tract 2.02, Spokane County, Washington",627100,0,1690,1216,4,36,0,10,0,424,51385,1067,137,930,616,144,63,22,7
"53063000301","SL140","Census Tract 3.01, Spokane County, Washington","Census Tract 3.01, Spokane County, Washington",1006631,0,2902,1998,116,49,76,0,179,484,57371,2097,189,1908,1242,406,57,0,0
"53063000302","SL140","Census Tract 3.02, Spokane County, Washington","Census Tract 3.02, Spokane County, Washington",964053,0,2961,2315,0,4,79,0,64,499,65714,1958,245,1713,1106,290,51,0,0
"53063000400","SL140","Census Tract 4, Spokane County, Washington","Census Tract 4, Spokane County, Washington",1923224,0,4821,3901,30,121,66,67,0,636,70962,3411,297,3114,1977,548,120,17,0
"53063000500","SL140","Census Tract 5, Spokane County, Washington","Census Tract 5, Spokane County, Washington",1743250,0,3377,2706,192,41,133,36,9,260,62197,2351,102,2249,1316,375,77,0,0
"53063000600","SL140","Census Tract 6, Spokane County, Washington","Census Tract 6, Spokane County, Washington",1299934,0,3577,2743,229,7,192,88,120,198,96086,2435,119,2316,1727,487,186,64,9
"53063000700","SL140","Census Tract 7, Spokane County, Washington","Census Tract 7, Spokane County, Washington",2154894,0,5170,4617,58,15,44,15,83,338,68193,3501,279,3222,2622,964,231,32,16
"53063000800","SL140","Census Tract 8, Spokane County, Washington","Census Tract 8, Spokane County, Washington",3692004,0,5291,4242,279,91,97,0,72,510,111728,4061,161,3900,3207,1622,631,146,56
"53063000900","SL140","Census Tract 9, Spokane County, Washington","Census Tract 9, Spokane County, Washington",4247118,0,6355,5085,43,185,51,20,74,897,82288,4289,253,4036,2654,1021,262,130,20
"53063001000","SL140","Census Tract 10, Spokane County, Washington","Census Tract 10, Spokane County, Washington",3793745,97630,5735,5076,21,17,8,0,14,599,93571,4044,339,3705,2713,1383,586,189,151
"53063001100","SL140","Census Tract 11, Spokane County, Washington","Census Tract 11, Spokane County, Washington",2299314,0,3403,2403,39,42,2,12,67,838,100167,2435,136,2299,1858,807,198,30,30
"53063001200","SL140","Census Tract 12, Spokane County, Washington","Census Tract 12, Spokane County, Washington",1000413,0,2392,2054,14,21,26,7,108,162,83750,1788,69,1719,1356,557,182,33,25
"53063001300","SL140","Census Tract 13, Spokane County, Washington","Census Tract 13, Spokane County, Washington",1577519,0,3445,2787,198,25,9,0,0,426,69524,2596,147,2449,1843,653,231,67,9
"53063001400","SL140","Census Tract 14, Spokane County, Washington","Census Tract 14, Spokane County, Washington",2617450,0,7069,5041,483,22,298,28,136,1061,62946,4428,310,4118,2723,994,168,14,14
"53063001500","SL140","Census Tract 15, Spokane County, Washington","Census Tract 15, Spokane County, Washington",2290101,0,6021,5119,147,283,63,0,39,370,64271,4456,486,3970,2537,722,274,37,20
"53063001600","SL140","Census Tract 16, Spokane County, Washington","Census Tract 16, Spokane County, Washington",2126182,0,3374,2672,228,35,0,80,32,327,52279,2241,237,2004,1128,197,90,12,12
"53063001800","SL140","Census Tract 18, Spokane County, Washington","Census Tract 18, Spokane County, Washington",1605511,67683,2709,2167,35,55,90,0,53,309,38500,2078,131,1947,1303,606,209,58,58
"53063001900","SL140","Census Tract 19, Spokane County, Washington","Census Tract 19, Spokane County, Washington",1684240,0,3858,3188,51,48,41,0,98,432,64936,2638,272,2366,1505,703,131,19,19
"53063002000","SL140","Census Tract 20, Spokane County, Washington","Census Tract 20, Spokane County, Washington",1785456,0,4120,3148,88,0,89,134,219,442,49607,2965,453,2512,1717,511,172,28,20
"53063002100","SL140","Census Tract 21, Spokane County, Washington","Census Tract 21, Spokane County, Washington",1221241,0,2626,2096,0,45,0,193,0,292,80833,1869,105,1764,1190,554,240,24,13
"53063002300","SL140","Census Tract 23, Spokane County, Washington","Census Tract 23, Spokane County, Washington",2519295,224706,4991,3800,15,114,136,20,99,807,64752,4021,171,3850,3029,1557,582,221,35
"53063002400","SL140","Census Tract 24, Spokane County, Washington","Census Tract 24, Spokane County, Washington",2092900,72733,3553,2500,118,130,53,0,102,650,39926,2777,442,2335,1819,864,267,183,43
"53063002501","SL140","Census Tract 25.01, Spokane County, Washington","Census Tract 25.01, Spokane County, Washington",1235947,0,2936,1825,269,24,191,0,258,369,31586,1558,55,1503,1222,383,43,0,0
"53063002502","SL140","Census Tract 25.02, Spokane County, Washington","Census Tract 25.02, Spokane County, Washington",1007644,58033,2591,2139,170,2,72,0,54,154,46000,1790,148,1642,1007,283,44,14,7
"53063002503","SL140","Census Tract 25.03, Spokane County, Washington","Census Tract 25.03, Spokane County, Washington",902373,66363,2555,1906,48,22,200,8,112,259,37566,114,5,109,103,61,53,36,33
"53063002600","SL140","Census Tract 26, Spokane County, Washington","Census Tract 26, Spokane County, Washington",1996581,82750,5016,3566,132,0,200,71,235,812,65750,3554,281,3273,2275,784,263,86,57
"53063002900","SL140","Census Tract 29, Spokane County, Washington","Census Tract 29, Spokane County, Washington",1619947,0,3315,2651,23,20,184,0,170,267,96045,2452,106,2346,1854,824,141,25,6
"53063003000","SL140","Census Tract 30, Spokane County, Washington","Census Tract 30, Spokane County, Washington",1446924,0,2562,1803,108,50,77,66,68,390,63750,1778,223,1555,1098,457,154,17,7
"53063003100","SL140","Census Tract 31, Spokane County, Washington","Census Tract 31, Spokane County, Washington",2275949,0,5343,4594,74,38,106,113,54,364,77274,3744,118,3626,3113,2089,796,367,150
"53063003200","SL140","Census Tract 32, Spokane County, Washington","Census Tract 32, Spokane County, Washington",1265841,0,2766,2414,52,13,46,0,103,138,54087,2396,102,2294,1802,891,312,100,62
"53063003500","SL140","Census Tract 35, Spokane County, Washington","Census Tract 35, Spokane County, Washington",1604086,107706,2951,2276,162,13,144,11,46,299,18929,2693,284,2409,1622,666,215,66,18
"53063003601","SL140","Census Tract 36.01, Spokane County, Washington","Census Tract 36.01, Spokane County, Washington",3407295,370231,2883,2322,35,139,81,0,17,289,41818,1807,119,1688,1496,630,314,140,47
"53063003602","SL140","Census Tract 36.02, Spokane County, Washington","Census Tract 36.02, Spokane County, Washington",986570,0,2613,2049,49,88,36,0,98,293,36971,2098,118,1980,1360,828,370,88,18
"53063003800","SL140","Census Tract 38, Spokane County, Washington","Census Tract 38, Spokane County, Washington",3282680,0,1844,1597,28,0,53,0,10,156,81607,1357,79,1278,1019,574,249,104,5
"53063003900","SL140","Census Tract 39, Spokane County, Washington","Census Tract 39, Spokane County, Washington",8742910,15003,2308,2015,1,48,8,0,11,225,82467,1747,45,1702,1427,851,463,212,127
"53063004001","SL140","Census Tract 40.01, Spokane County, Washington","Census Tract 40.01, Spokane County, Washington",828735,0,3026,2625,223,9,70,0,11,88,71993,2143,60,2083,1712,921,396,138,63
"53063004002","SL140","Census Tract 40.02, Spokane County, Washington","Census Tract 40.02, Spokane County, Washington",828547,0,2745,2056,52,12,279,0,24,322,44770,1780,88,1692,1368,624,181,128,81
"53063004100","SL140","Census Tract 41, Spokane County, Washington","Census Tract 41, Spokane County, Washington",1114200,0,2213,1885,64,22,122,12,33,75,85357,1660,9,1651,1467,966,571,178,72
"53063004200","SL140","Census Tract 42, Spokane County, Washington","Census Tract 42, Spokane County, Washington",2716721,0,5069,4477,6,0,50,0,163,373,114410,3622,53,3569,3230,2463,1184,552,194
"53063004300","SL140","Census Tract 43, Spokane County, Washington","Census Tract 43, Spokane County, Washington",2373407,0,3492,3144,41,0,52,0,13,242,105500,2559,2,2557,2390,1635,744,321,90
"53063004400","SL140","Census Tract 44, Spokane County, Washington","Census Tract 44, Spokane County, Washington",2053023,0,4743,4415,40,1,65,0,47,175,89646,3583,32,3551,3064,1749,623,184,84
"53063004500","SL140","Census Tract 45, Spokane County, Washington","Census Tract 45, Spokane County, Washington",2602604,21837,3552,3277,29,1,76,0,22,147,105579,2831,51,2780,2514,1856,1014,378,124
"53063004601","SL140","Census Tract 46.01, Spokane County, Washington","Census Tract 46.01, Spokane County, Washington",2488547,15828,4703,3450,255,14,199,0,86,699,70219,3627,32,3595,2883,1749,597,174,63
"53063004602","SL140","Census Tract 46.02, Spokane County, Washington","Census Tract 46.02, Spokane County, Washington",1643406,0,3007,2431,150,4,85,0,26,311,118224,2167,42,2125,1811,1001,382,62,38
"53063004701","SL140","Census Tract 47.01, Spokane County, Washington","Census Tract 47.01, Spokane County, Washington",1307168,0,3384,2362,46,275,13,13,217,458,74911,2140,25,2115,1383,648,241,62,17
"53063004702","SL140","Census Tract 47.02, Spokane County, Washington","Census Tract 47.02, Spokane County, Washington",1920770,0,3319,2679,45,0,95,0,33,467,95417,2408,102,2306,2077,1315,657,105,43
"53063004800","SL140","Census Tract 48, Spokane County, Washington","Census Tract 48, Spokane County, Washington",2690660,0,4770,3609,204,15,317,0,134,491,61750,3476,282,3194,2772,1784,517,107,70
"53063004900","SL140","Census Tract 49, Spokane County, Washington","Census Tract 49, Spokane County, Washington",4025199,0,6206,5116,401,9,106,0,168,406,83583,4102,138,3964,3276,2241,1030,378,80
"53063005000","SL140","Census Tract 50, Spokane County, Washington","Census Tract 50, Spokane County, Washington",10663413,0,5690,4185,806,26,111,0,19,543,93412,3525,139,3386,2827,1720,878,455,72
"53063010101","SL140","Census Tract 101.01, Spokane County, Washington","Census Tract 101.01, Spokane County, Washington",80960536,0,4398,3616,14,0,15,0,159,594,116089,3443,234,3209,2345,1183,496,163,61
"53063010102","SL140","Census Tract 101.02, Spokane County, Washington","Census Tract 101.02, Spokane County, Washington",313944719,4758744,2577,2263,6,46,55,0,0,207,100455,2160,42,2118,1297,529,206,52,21
"53063010201","SL140","Census Tract 102.01, Spokane County, Washington","Census Tract 102.01, Spokane County, Washington",208439983,235676,4497,3982,0,17,33,0,27,438,85445,3452,137,3315,1944,651,159,31,22
"53063010203","SL140","Census Tract 102.03, Spokane County, Washington","Census Tract 102.03, Spokane County, Washington",52280335,0,4445,3524,27,27,123,56,259,429,139651,2942,101,2841,2328,1316,584,131,49
"53063010204","SL140","Census Tract 102.04, Spokane County, Washington","Census Tract 102.04, Spokane County, Washington",131866499,0,2937,2817,0,0,40,0,13,67,106875,2139,45,2094,1790,973,382,103,19
"53063010301","SL140","Census Tract 103.01, Spokane County, Washington","Census Tract 103.01, Spokane County, Washington",21539038,0,5726,5017,0,53,0,107,18,531,58483,3691,473,3218,1876,568,232,21,21
"53063010303","SL140","Census Tract 103.03, Spokane County, Washington","Census Tract 103.03, Spokane County, Washington",107419316,0,3590,3212,7,13,6,0,24,328,101048,2722,82,2640,1981,859,248,126,37
"53063010304","SL140","Census Tract 103.04, Spokane County, Washington","Census Tract 103.04, Spokane County, Washington",187114987,2809277,5981,5126,59,52,0,0,26,718,63628,4398,139,4259,3004,696,253,72,21
"53063010305","SL140","Census Tract 103.05, Spokane County, Washington","Census Tract 103.05, Spokane County, Washington",64015775,0,8117,7068,39,138,88,0,29,755,125339,5299,89,5210,3653,1363,527,154,55
"53063010401","SL140","Census Tract 104.01, Spokane County, Washington","Census Tract 104.01, Spokane County, Washington",29866977,0,9594,5856,721,371,435,702,470,1039,59005,6493,663,5830,3877,892,390,54,54
"53063010403","SL140","Census Tract 104.03, Spokane County, Washington","Census Tract 104.03, Spokane County, Washington",169111745,22706,3931,3505,7,5,96,0,40,278,86042,2901,107,2794,2047,908,182,23,19
"53063010404","SL140","Census Tract 104.04, Spokane County, Washington","Census Tract 104.04, Spokane County, Washington",274202818,9471893,3577,3270,6,23,28,0,13,237,133406,2578,49,2529,1946,861,260,65,30
"53063010504","SL140","Census Tract 105.04, Spokane County, Washington","Census Tract 105.04, Spokane County, Washington",9351748,0,3640,3504,8,31,4,0,24,69,102500,2438,129,2309,1712,921,409,165,42
"53063010505","SL140","Census Tract 105.05, Spokane County, Washington","Census Tract 105.05, Spokane County, Washington",3567642,0,3459,3066,0,0,89,0,0,304,119773,2354,58,2296,1941,1175,494,222,146
"53063010506","SL140","Census Tract 105.06, Spokane County, Washington","Census Tract 105.06, Spokane County, Washington",5725287,2941,6239,5249,78,40,343,16,30,483,70559,4418,70,4348,3484,1952,771,248,70
"53063010507","SL140","Census Tract 105.07, Spokane County, Washington","Census Tract 105.07, Spokane County, Washington",9038148,40462,4764,4257,0,0,5,71,86,345,95976,3419,54,3365,2725,1370,637,96,41
"53063010508","SL140","Census Tract 105.08, Spokane County, Washington","Census Tract 105.08, Spokane County, Washington",64863942,323369,4623,4098,25,0,42,0,32,426,138933,2874,38,2836,2631,1483,495,152,31
"53063010601","SL140","Census Tract 106.01, Spokane County, Washington","Census Tract 106.01, Spokane County, Washington",7414239,626901,3769,3360,34,4,43,0,178,150,98643,2503,81,2422,1869,1023,532,130,41
"53063010603","SL140","Census Tract 106.03, Spokane County, Washington","Census Tract 106.03, Spokane County, Washington",4906167,0,4684,4080,56,7,51,7,60,423,100882,3485,118,3367,2703,1309,399,103,81
"53063010604","SL140","Census Tract 106.04, Spokane County, Washington","Census Tract 106.04, Spokane County, Washington",3460026,0,4004,3536,37,46,88,0,66,231,126111,2963,32,2931,2415,1526,656,159,57
"53063010701","SL140","Census Tract 107.01, Spokane County, Washington","Census Tract 107.01, Spokane County, Washington",4035840,0,5023,4278,15,38,288,0,264,140,136679,3100,135,2965,2207,1426,631,277,137
"53063010702","SL140","Census Tract 107.02, Spokane County, Washington","Census Tract 107.02, Spokane County, Washington",7837949,0,4142,3661,51,0,238,0,90,102,155455,2598,9,2589,2181,1406,538,282,24
"53063010800","SL140","Census Tract 108, Spokane County, Washington","Census Tract 108, Spokane County, Washington",1239571,0,2008,1729,3,45,20,3,15,193,74063,1635,55,1580,1102,374,126,49,49
"53063010901","SL140","Census Tract 109.01, Spokane County, Washington","Census Tract 109.01, Spokane County, Washington",1975233,0,2366,1987,2,11,19,1,69,277,79867,1667,124,1543,1039,456,170,21,10
"53063010902","SL140","Census Tract 109.02, Spokane County, Washington","Census Tract 109.02, Spokane County, Washington",3058295,0,3423,2772,73,0,117,10,83,368,115656,1485,10,1475,1075,575,232,89,23
"53063011000","SL140","Census Tract 110, Spokane County, Washington","Census Tract 110, Spokane County, Washington",1960787,0,3437,2957,78,41,92,0,18,251,87917,2405,32,2373,1786,666,266,63,38
"53063011102","SL140","Census Tract 111.02, Spokane County, Washington","Census Tract 111.02, Spokane County, Washington",2391020,0,4192,3521,202,0,39,13,15,402,71525,2857,111,2746,1869,639,131,35,8
"53063011103","SL140","Census Tract 111.03, Spokane County, Washington","Census Tract 111.03, Spokane County, Washington",1315010,0,2822,2284,56,97,49,182,42,112,29516,2405,186,2219,1370,304,40,0,0
"53063011104","SL140","Census Tract 111.04, Spokane County, Washington","Census Tract 111.04, Spokane County, Washington",602180,0,2625,1727,177,7,128,78,80,428,49262,1607,97,1510,849,234,56,1,0
"53063011202","SL140","Census Tract 112.02, Spokane County, Washington","Census Tract 112.02, Spokane County, Washington",33152464,0,4120,3117,78,91,48,3,134,649,69400,2812,169,2643,1945,679,227,112,53
"53063011203","SL140","Census Tract 112.03, Spokane County, Washington","Census Tract 112.03, Spokane County, Washington",13718386,0,6432,5403,240,25,304,138,214,108,39551,4249,490,3759,2109,624,121,9,9
"53063011204","SL140","Census Tract 112.04, Spokane County, Washington","Census Tract 112.04, Spokane County, Washington",1296240,0,2214,1718,0,15,316,0,83,82,68419,1702,118,1584,961,257,55,0,0
"53063011301","SL140","Census Tract 113.01, Spokane County, Washington","Census Tract 113.01, Spokane County, Washington",8850662,231506,4234,3691,39,25,104,15,99,261,113097,3156,93,3063,2361,1128,379,109,61
"53063011302","SL140","Census Tract 113.02, Spokane County, Washington","Census Tract 113.02, Spokane County, Washington",9884349,190305,5126,4053,0,71,111,0,82,809,111696,3630,50,3580,2786,1265,367,95,72
"53063011400","SL140","Census Tract 114, Spokane County, Washington","Census Tract 114, Spokane County, Washington",23478418,256058,6499,5450,31,159,0,0,71,788,90913,4414,244,4170,2934,1165,380,205,0
"53063011500","SL140","Census Tract 115, Spokane County, Washington","Census Tract 115, Spokane County, Washington",1075570,44535,1492,1402,0,0,14,0,19,57,80833,1087,35,1052,763,383,155,5,0
"53063011600","SL140","Census Tract 116, Spokane County, Washington","Census Tract 116, Spokane County, Washington",1802927,14240,1890,1698,30,13,13,3,9,124,83068,1235,48,1187,861,317,125,50,20
"53063011701","SL140","Census Tract 117.01, Spokane County, Washington","Census Tract 117.01, Spokane County, Washington",2607341,0,2678,2261,35,24,27,17,90,224,52105,1803,128,1675,1250,452,183,56,24
"53063011702","SL140","Census Tract 117.02, Spokane County, Washington","Census Tract 117.02, Spokane County, Washington",7157584,205845,8389,7289,186,6,138,0,303,467,59946,5587,113,5474,3760,1461,341,84,0
"53063011800","SL140","Census Tract 118, Spokane County, Washington","Census Tract 118, Spokane County, Washington",2849286,0,5197,4366,126,46,151,0,55,453,59831,3942,111,3831,2526,1077,270,13,0
"53063011900","SL140","Census Tract 119, Spokane County, Washington","Census Tract 119, Spokane County, Washington",3079762,0,5208,4260,128,0,184,93,19,524,65354,3950,117,3833,2532,890,259,18,0
"53063012000","SL140","Census Tract 120, Spokane County, Washington","Census Tract 120, Spokane County, Washington",3186788,0,4302,3896,16,2,7,0,135,246,48980,3101,176,2925,1949,437,133,24,24
"53063012100","SL140","Census Tract 121, Spokane County, Washington","Census Tract 121, Spokane County, Washington",2573400,0,2722,2416,27,29,0,0,31,219,62212,1942,211,1731,1084,308,66,11,0
"53063012200","SL140","Census Tract 122, Spokane County, Washington","Census Tract 122, Spokane County, Washington",10273302,218180,2116,1841,0,29,25,51,23,147,72500,1528,125,1403,908,332,141,18,14
"53063012300","SL140","Census Tract 123, Spokane County, Washington","Census Tract 123, Spokane County, Washington",6124718,0,6319,5075,12,106,51,0,277,798,48871,4190,436,3754,2536,606,191,78,0
"53063012401","SL140","Census Tract 124.01, Spokane County, Washington","Census Tract 124.01, Spokane County, Washington",17122686,0,6179,5550,30,2,76,0,48,473,120352,4422,92,4330,3357,1783,578,167,110
"53063012402","SL140","Census Tract 124.02, Spokane County, Washington","Census Tract 124.02, Spokane County, Washington",31514475,0,7081,6461,15,0,38,0,28,539,126458,4879,103,4776,3907,2204,791,267,82
"53063012500","SL140","Census Tract 125, Spokane County, Washington","Census Tract 125, Spokane County, Washington",2023684,0,3473,2533,34,160,162,89,140,355,67870,2639,129,2510,1565,501,169,91,82
"53063012600","SL140","Census Tract 126, Spokane County, Washington","Census Tract 126, Spokane County, Washington",2631012,0,4434,3456,194,22,189,0,217,356,71071,3216,326,2890,1958,777,221,55,24
"53063012701","SL140","Census Tract 127.01, Spokane County, Washington","Census Tract 127.01, Spokane County, Washington",2651508,0,4352,3924,75,46,5,17,22,263,67911,3093,210,2883,2039,714,216,11,0
"53063012702","SL140","Census Tract 127.02, Spokane County, Washington","Census Tract 127.02, Spokane County, Washington",1432047,0,2657,2093,111,5,9,0,268,171,100931,1646,163,1483,1050,528,125,23,23
"53063012801","SL140","Census Tract 128.01, Spokane County, Washington","Census Tract 128.01, Spokane County, Washington",2510440,0,4119,3751,0,0,111,9,94,154,83011,2936,145,2791,2141,946,361,98,60
"53063012802","SL140","Census Tract 128.02, Spokane County, Washington","Census Tract 128.02, Spokane County, Washington",2233684,0,3619,3187,138,9,22,0,55,208,101429,2676,207,2469,1722,920,311,60,10
"53063012901","SL140","Census Tract 129.01, Spokane County, Washington","Census Tract 129.01, Spokane County, Washington",2804455,0,2998,2530,4,15,48,0,10,391,71563,2185,106,2079,1487,583,201,69,19
"53063012902","SL140","Census Tract 129.02, Spokane County, Washington","Census Tract 129.02, Spokane County, Washington",5261974,0,8239,6884,66,112,94,120,175,788,87981,5409,262,5147,3579,1493,534,56,13
"53063013001","SL140","Census Tract 130.01, Spokane County, Washington","Census Tract 130.01, Spokane County, Washington",1821667,0,1755,1634,0,0,22,0,0,99,176786,1168,23,1145,1002,626,264,65,23
"53063013002","SL140","Census Tract 130.02, Spokane County, Washington","Census Tract 130.02, Spokane County, Washington",2167424,0,3093,2276,82,0,73,270,189,203,65467,1838,190,1648,1009,281,37,0,0
"53063013003","SL140","Census Tract 130.03, Spokane County, Washington","Census Tract 130.03, Spokane County, Washington",6851252,79268,7507,6168,182,55,699,0,24,379,118750,5151,309,4842,4148,2263,967,205,27
"53063013101","SL140","Census Tract 131.01, Spokane County, Washington","Census Tract 131.01, Spokane County, Washington",8255189,293739,9238,7675,84,0,450,0,115,914,86090,6285,228,6057,4553,2527,996,338,122
"53063013102","SL140","Census Tract 131.02, Spokane County, Washington","Census Tract 131.02, Spokane County, Washington",15761442,0,6692,5470,17,180,118,128,20,759,96547,4891,227,4664,3246,1585,543,67,25
"53063013201","SL140","Census Tract 132.01, Spokane County, Washington","Census Tract 132.01, Spokane County, Washington",27266374,450670,7030,6209,0,47,28,0,55,691,83357,5489,523,4966,3110,885,266,37,0
"53063013203","SL140","Census Tract 132.03, Spokane County, Washington","Census Tract 132.03, Spokane County, Washington",6190671,161149,2893,2476,64,49,105,0,0,199,88438,2338,61,2277,1812,919,381,130,47
"53063013204","SL140","Census Tract 132.04, Spokane County, Washington","Census Tract 132.04, Spokane County, Washington",20217217,1282764,5864,5627,0,8,16,10,4,199,147115,3892,92,3800,3231,2212,764,259,113
"53063013205","SL140","Census Tract 132.05, Spokane County, Washington","Census Tract 132.05, Spokane County, Washington",31028647,1576060,3594,3350,0,0,42,0,12,190,111304,2248,68,2180,1809,992,517,178,110
